yyyymm	yyyymm2	av	hi
2017/9/1	2017/9/10	25.3	31.9
2017/9/11	2017/9/20	23.5	31.2
2017/9/21	2017/9/30	22.2	29.6
2017/10/1	2017/10/10	20.5	29.6
2017/10/11	2017/10/20	18	29.9
2017/10/21	2017/10/31	15.5	22.9
2017/11/1	2017/11/10	14.8	22.8
2017/11/11	2017/11/20	10.2	17.9
2017/11/21	2017/11/30	9.5	18.4
2017/12/1	2017/12/10	7.1	14.9
2017/12/11	2017/12/20	4.7	12.7
2017/12/21	2017/12/31	5.2	12.7
